gender,education,cue,response,response_position
female,university,Mensa,exclusive membership,3
female,university,Mensa,intellectual discussions,4
female,university,Mensa,puzzles and games,5
female,university,Mensa,Genius,1
female,university,Mensa,elitism,2
female,university,Mensa,cognitive abilities,3
female,university,Mensa,community,4
female,university,Mensa,networking opportunities,5
female,university,Mensa,Achievement,1
female,university,Mensa,brain power,2
female,university,Mensa,Mensa meetings,3
female,university,Mensa,academic excellence,4
female,university,Mensa,critical thinking,5
female,university,Mensa,Intellectual stimulation,1
female,university,Mensa,challenging quizzes,2
female,university,Mensa,prestigious,3
female,university,Mensa,social events,4
female,university,Mensa,curiosity,5
female,university,Mensa,Smart people,1
female,university,Mensa,problem-solving,2
female,university,Mensa,advanced learners,3
female,university,Mensa,knowledge sharing,4
female,university,Mensa,personal growth,5
female,university,Mensa,Membership card,1
female,university,Mensa,IQ score requirement,2
female,university,Mensa,gifted adults,3
female,university,Mensa,intellectual curiosity,4
female,university,Mensa,special interest groups,5
female,university,Mensa,Cognitive elite,1
female,university,Mensa,competitive entry,2
female,university,Mensa,brain teasers,3
female,university,Mensa,lifelong learning,4
female,university,Mensa,intellectual pride,5
female,university,Mensa,Professional development,1
female,university,Mensa,intellectual challenges,2
female,university,Mensa,recognition of intelligence,3
female,university,Mensa,socializing with peers,4
female,university,Mensa,mental agility,5
female,university,Mensa,Creative thinking,1
female,university,Mensa,analytical skills,2
female,university,Mensa,high achievers,3
female,university,Mensa,educational resources,4
female,university,Mensa,intellectual engagement,5
female,university,Mensa,Brain games,1
female,university,Mensa,intellectual pursuits,2
female,university,Mensa,membership benefits,3
female,university,Mensa,collective intelligence,4
female,university,Mensa,thought leadership,5
female,university,academia,Research,1
female,university,academia,graduate students,2
female,university,academia,publications,3
female,university,academia,conferences,4
female,university,academia,tenure-track positions,5
female,university,academia,libraries,1
female,university,academia,peer review,2
female,university,academia,journal articles,3
female,university,academia,Ph.D. programs,4
female,university,academia,academic conferences,5
female,university,academia,scholarship,1
female,university,academia,faculty,2
female,university,academia,interdisciplinary studies,3
female,university,academia,student loans,4
female,university,academia,academic journals,5
female,university,academia,seminars,1
female,university,academia,thesis defense,2
female,university,academia,academic advisors,3
female,university,academia,post-docs,4
female,university,academia,university funding,5
female,university,academia,lecture halls,1
female,university,academia,curriculum development,2
female,university,academia,academic integrity,3
female,university,academia,study groups,4
female,university,academia,faculty mentorship,5
female,university,academia,peer-reviewed journals,1
female,university,academia,academic probation,2
female,university,academia,research grants,3
female,university,academia,teaching assistants,4
female,university,academia,dissertation,5
female,university,academia,academic freedom,1
female,university,academia,lecture series,2
female,university,academia,university press,3
female,university,academia,scholarly articles,4
female,university,academia,higher education policy,5
female,university,academia,faculty meetings,1
female,university,academia,course syllabi,2
female,university,academia,academic awards,3
female,university,academia,university rankings,4
female,university,academia,student advising,5
female,university,academia,study abroad programs,1
female,university,academia,academic calendar,2
female,university,academia,university library,3
female,university,academia,critical theory,4
female,university,academia,research methodologies,5
female,university,academia,tenure,1
female,university,academia,academic committees,2
female,university,academia,academic publishing,3
female,university,academia,research ethics,4
female,university,academia,university governance,5
female,university,conceptual thinking,Abstract ideas,1
female,university,conceptual thinking,creativity,2
female,university,conceptual thinking,problem-solving,3
female,university,conceptual thinking,innovation,4
female,university,conceptual thinking,theoretical frameworks,5
female,university,conceptual thinking,Critical analysis,1
female,university,conceptual thinking,brainstorming,2
female,university,conceptual thinking,imagination,3
female,university,conceptual thinking,synthetic thinking,4
female,university,conceptual thinking,complex systems,5
female,university,conceptual thinking,Philosophical debates,1
female,university,conceptual thinking,mental models,2
female,university,conceptual thinking,thought experiments,3
female,university,conceptual thinking,logical reasoning,4
female,university,conceptual thinking,cognitive flexibility,5
female,university,conceptual thinking,Strategic planning,1
female,university,conceptual thinking,interdisciplinary approaches,2
female,university,conceptual thinking,pattern recognition,3
female,university,conceptual thinking,hypothesis testing,4
female,university,conceptual thinking,abstract reasoning,5
female,university,conceptual thinking,Conceptual art,1
female,university,conceptual thinking,theoretical physics,2
female,university,conceptual thinking,cognitive science,3
